position,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,quantitation_mass,CI_1.mzXML retention_time,CI_1.mzXML height,CI_1.mzXML mz,CI_10.mzXML retention_time,CI_10.mzXML height,CI_10.mzXML mz,CI_11.mzXML retention_time,CI_11.mzXML height,CI_11.mzXML mz,CI_13.mzXML retention_time,CI_13.mzXML height,CI_13.mzXML mz,CI_15.mzXML retention_time,CI_15.mzXML height,CI_15.mzXML mz,CI_16.mzXML retention_time,CI_16.mzXML height,CI_16.mzXML mz,CI_17.mzXML retention_time,CI_17.mzXML height,CI_17.mzXML mz,CI_18.mzXML retention_time,CI_18.mzXML height,CI_18.mzXML mz,CI_19.mzXML retention_time,CI_19.mzXML height,CI_19.mzXML mz,CI_20.mzXML retention_time,CI_20.mzXML height,CI_20.mzXML mz,CI_21.mzXML retention_time,CI_21.mzXML height,CI_21.mzXML mz,CI_22.mzXML retention_time,CI_22.mzXML height,CI_22.mzXML mz,CI_26.mzXML retention_time,CI_26.mzXML height,CI_26.mzXML mz,CI_27.mzXML retention_time,CI_27.mzXML height,CI_27.mzXML mz,CI_28.mzXML retention_time,CI_28.mzXML height,CI_28.mzXML mz,CI_29.mzXML retention_time,CI_29.mzXML height,CI_29.mzXML mz,CI_31.mzXML retention_time,CI_31.mzXML height,CI_31.mzXML mz,CI_32.mzXML retention_time,CI_32.mzXML height,CI_32.mzXML mz,CI_33.mzXML retention_time,CI_33.mzXML height,CI_33.mzXML mz,CI_34.mzXML retention_time,CI_34.mzXML height,CI_34.mzXML mz,CI_35.mzXML retention_time,CI_35.mzXML height,CI_35.mzXML mz,CI_36.mzXML retention_time,CI_36.mzXML height,CI_36.mzXML mz,CI_37.mzXML retention_time,CI_37.mzXML height,CI_37.mzXML mz,CI_38.mzXML retention_time,CI_38.mzXML height,CI_38.mzXML mz,CI_4.mzXML retention_time,CI_4.mzXML height,CI_4.mzXML mz,CI_5.mzXML retention_time,CI_5.mzXML height,CI_5.mzXML mz,CI_6.mzXML retention_time,CI_6.mzXML height,CI_6.mzXML mz,CI_8.mzXML retention_time,CI_8.mzXML height,CI_8.mzXML mz,CI_9.mzXML retention_time,CI_9.mzXML height,CI_9.mzXML mz,SP_CL_1_1.mzXML retention_time,SP_CL_1_1.mzXML height,SP_CL_1_1.mzXML mz,SP_CL_1_2.mzXML retention_time,SP_CL_1_2.mzXML height,SP_CL_1_2.mzXML mz,SP_CL_2_1.mzXML retention_time,SP_CL_2_1.mzXML height,SP_CL_2_1.mzXML mz,SP_CL_2_2.mzXML retention_time,SP_CL_2_2.mzXML height,SP_CL_2_2.mzXML mz,SP_CL_3_2.mzXML retention_time,SP_CL_3_2.mzXML height,SP_CL_3_2.mzXML mz
2040,#2040 372.7214@6.9668 MS1+,1,+,6.966816666666667,318333.7863042759,461892.2445211352,372.7214101155599,293.6983411586322,"[M+79.02122] (M+DMSO+H), [2M+28.02312]2 (2M+3H2O+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,#2041 333.2761@15.4254 MS1+,1,+,15.425383333333334,937601.3786490661,366620.1666798525,333.27612753475415,310.28693019826164,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,#2042 183.0804@12.0410 MS1+,1,+,12.041033333333333,5380767.647255599,343332.6095709773,183.08044972139245,182.07316906947955,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,#2043 184.0839@12.0410 MS1+,1,+,12.041033333333333,647848.0402634771,343332.6095709773,184.0838757683249,183.07678719763902,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,#2044 158.9641@0.9123 MS1+,1,+,0.9122883333333333,5397596.754370397,342079.11392526235,158.9641298236269,,,,158.9641298236269,0.9094083333333334,2179061.835912081,158.96414184570312,0.9124933333333334,3329681.3770881277,158.96412658691406,0.915395,3031796.008510736,158.96409606933594,0.91337,5453739.990748921,158.964111328125,0.908535,3753540.623903754,158.96412658691406,0.889925,3090062.025714211,158.964111328125,0.8888033333333334,3108437.067450448,158.96420288085938,0.9090550000000001,2299070.2822334915,158.96409606933594,0.9139333333333333,2283269.647980807,158.96412658691406,0.9122883333333333,5397596.754370397,158.96408081054688,0.8993366666666667,2588183.09760776,158.9641876220703,0.9112133333333333,4794886.159612125,158.96412658691406,0.9161766666666666,4641845.243115751,158.96421813964844,0.9134083333333333,2616219.503845007,158.96408081054688,0.8917733333333333,3488792.5958817652,158.9641571044922,,,,0.9076633333333334,3695327.092532368,158.964111328125,0.91117,4280572.990352856,158.96412658691406,0.9030966666666667,3731595.25,158.9640655517578,0.896535,3353443.9414639147,158.9641876220703,0.8951983333333333,2678840.0168078286,158.96417236328125,0.8901166666666666,2326230.174970099,158.96397399902344,0.9145433333333333,3688546.165162568,158.964111328125,0.891335,3619563.5729708844,158.9641571044922,0.8913166666666666,3448668.2157622743,158.96409606933594,0.8868416666666668,2046168.5275462284,158.96420288085938,0.8920399999999999,2325018.441859012,158.96420288085938,0.9074766666666666,2923460.4967426374,158.96420288085938,0.9080716666666666,2065909.482217677,158.9641876220703,0.89255,2232339.7512953877,158.9640655517578,0.911755,2216710.2936202884,158.964111328125,0.9073933333333334,1767995.3264678882,158.96417236328125,0.9143233333333334,2226992.060537487,158.9640655517578,0.910535,2499358.0809292514,158.96408081054688
2045,#2045 300.1985@5.7447 MS1+,1,+,5.744683333333333,7180977.747072786,454670.70460630546,300.1985168457031,141.08065292790423,"[2M+18.03382] (2M+NH4), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,#2046 278.2324@5.7447 MS1+,1,+,5.744683333333333,254682.38605393207,454670.70460630546,278.23243623621323,245.19899894459445,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,#2047 174.1490@5.7447 MS1+,1,+,5.744683333333333,6861603.734489603,454670.70460630546,174.1489531418373,113.08475511965982,"[M+61.06534] (M+IsoProp+H), [2M+64.01577] (2M+ACN+Na), [M+64.01577] (M+ACN+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,#2048 207.0991@8.0661 MS1+,1,+,8.066116666666666,3693422.0,277092.0328009166,207.09906589283662,374.2261311477407,"[M+25.00377]3 (M+2H+Na), [M+39.97043]2 (M+H+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,#2049 564.2828@8.0661 MS1+,1,+,8.066116666666666,3332552.918985448,277092.0328009166,564.2827802385602,1104.5690603557478,"[M+45.97844]2 (M+2Na), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,#2050 219.0992@8.0661 MS1+,1,+,8.066116666666666,3198407.7994417045,277092.0328009166,219.09919230143228,218.09178114151393,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,#2051 205.0600@8.7992 MS1+,1,+,8.799183333333334,6726381.632842036,352761.04927818786,205.06004423253677,182.07086521672508,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,#2052 288.1262@8.7992 MS1+,1,+,8.799183333333334,1173063.2316770286,352761.04927818786,288.12620762416293,112.0570054004255,"[2M+64.01577] (2M+ACN+Na), [2M+18.03382] (2M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,#2053 98.9842@8.7992 MS1+,1,+,8.799183333333334,979688.137736419,352761.04927818786,98.98422000282689,97.9770032277318,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,#2054 241.1045@8.7992 MS1+,1,+,8.799183333333334,996281.3977996951,352761.04927818786,241.10445807961855,240.0969133457893,"[M+1.00728]! (M+H), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,#2055 206.0634@8.7992 MS1+,1,+,8.799183333333334,366411.62679369206,352761.04927818786,206.06344684801604,183.074305128842,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,#2056 270.1392@8.7992 MS1+,1,+,8.799183333333334,166707.70479203953,352761.04927818786,270.13918050130206,269.13193136820473,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,#2057 589.3193@7.5139 MS1+,1,+,7.513850000000001,4930250.037976501,321744.17847341,589.319341322955,275.17569303812513,"[M+38.96316] (M+K), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,#2058 227.0889@7.5139 MS1+,1,+,7.513850000000001,5554091.236398807,321744.17847341,227.08892149083755,144.02889222369026,"[M+83.06037] (M+2ACN+H), [M+84.05511] (M+IsoProp+Na+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,#2059 128.1071@7.5139 MS1+,1,+,7.513850000000001,2781769.8522210787,321744.17847341,128.10707002527573,127.09977366578585,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,#2060 785.3858@10.1557 MS1+,1,+,10.1557,3627410.5,209443.33020189163,785.3858235677084,784.378864364294,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,#2061 785.0515@10.1557 MS1+,1,+,10.1557,3165870.25,209443.33020189163,785.051497920867,767.0174844321132,"[M+18.03382]! (M+NH4), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,#2062 798.0352@10.1557 MS1+,1,+,10.1557,2881487.5,209443.33020189163,798.0352117365056,2391.083856152061,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,#2063 797.7013@10.1557 MS1+,1,+,10.1557,2487469.0,209443.33020189163,797.7012741986443,2390.0822364101823,"[M+25.00377]3 (M+2H+Na), [M+3.02183]3 (M+3H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,#2064 793.0476@10.1557 MS1+,1,+,10.1557,2485606.75,209443.33020189163,793.0475944750236,2376.1209410783194,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,#2065 798.3694@10.1557 MS1+,1,+,10.1557,1872331.25,209443.33020189163,798.3694152832031,2392.086268951071,"[M+25.00377]3 (M+2H+Na), [M+3.02183]3 (M+3H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,#2066 793.3816@10.1557 MS1+,1,+,10.1557,1225494.875,209443.33020189163,793.3816289487092,2355.1410509602883,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,#2067 798.7034@10.1557 MS1+,1,+,10.1557,1125472.875,209443.33020189163,798.7033665974935,2371.104311040772,"[M+68.96765]3 (M+3Na), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,#2068 961.0045@10.1557 MS1+,1,+,10.1557,855964.5409081151,209443.33020189163,961.0044663373162,1919.9944343651482,"[M+2.01455]2 (M+2H), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,#2069 653.9891@10.1557 MS1+,1,+,10.1557,373492.40625,209443.33020189163,653.9890625,294.988566973999,"[2M+18.03382] (2M+NH4), [2M+64.01577] (2M+ACN+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,#2070 998.4972@10.1557 MS1+,1,+,10.1557,1375722.625,209443.33020189163,998.4971523942619,1972.9974250666794,"[M+23.99649]2 (M+H+Na), [M+45.97844]2 (M+2Na), [M+68.96765]3 (M+3Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,#2071 998.9987@10.1557 MS1+,1,+,10.1557,1436286.0,209443.33020189163,998.9986746651786,1974.0004467705191,"[M+68.96765]3 (M+3Na), [M+45.97844]2 (M+2Na), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,#2072 351.1201@12.2675 MS1+,1,+,12.267516666666667,3669602.0,208095.70046470233,351.12011628992417,143.55434050488122,"[2M+1.00728] (2M+H), [2M+64.01577] (2M+ACN+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,#2073 318.3001@12.2675 MS1+,1,+,12.267516666666667,2917367.528942612,208095.70046470233,318.3001251220703,317.2928354943991,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,#2074 335.1826@12.2675 MS1+,1,+,12.267516666666667,756511.3674604781,208095.70046470233,335.1825772798978,296.22080932744893,"[M+44.97116] (M+2Na-H), [M+38.96316] (M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,#2075 429.2611@15.5006 MS1+,1,+,15.50055,2639842.819745059,396252.1844522062,429.2610653147978,406.27107434106,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,#2076 297.2397@15.5006 MS1+,1,+,15.50055,2861602.5350933936,396252.1844522062,297.23970929314106,274.2505767268784,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,#2077 595.3818@15.5006 MS1+,1,+,15.50055,5589323.697972539,396252.1844522062,595.3817946490119,572.3924854791667,"[M+22.98922] (M+Na), [M+18.03382]! (M+NH4), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,#2078 395.2403@14.6453 MS1+,1,+,14.645283333333333,2520998.845884206,4009008.1585313603,395.240312464097,186.12329408306528,"[2M+22.98922] (2M+Na), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,#2079 446.3169@14.6453 MS1+,1,+,14.645283333333333,8445200.81870476,4009008.1585313603,446.3168909409467,423.32764460694796,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,#2080 717.3262@9.2197 MS1+,1,+,9.21965,3421976.1643857937,265089.96649479197,717.3261557186352,2148.956337949663,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,#2081 718.9974@9.2197 MS1+,1,+,9.21965,2918372.503170838,265089.96649479197,718.9974460601807,2088.0246172465213,"[M+68.96765]3 (M+3Na), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,#2082 719.3318@9.2197 MS1+,1,+,9.21965,2923405.2122844746,265089.96649479197,719.3318212172564,2089.0274436873015,"[M+25.00377]3 (M+2H+Na), [M+68.96765]3 (M+3Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,#2083 217.0471@9.2197 MS1+,1,+,9.21965,3221673.9590977747,265089.96649479197,217.0470867734967,194.0579173889456,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,#2084 719.6661@9.2197 MS1+,1,+,9.21965,1625493.02407336,265089.96649479197,719.6660542805989,2090.030111364258,"[M+25.00377]3 (M+2H+Na), [M+68.96765]3 (M+3Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,#2085 235.0940@9.2197 MS1+,1,+,9.21965,1906532.6489816476,265089.96649479197,235.09402683803015,680.279897565639,"[M+42.03382] (M+ACN+H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,#2086 199.1305@9.8465 MS1+,1,+,9.846466666666666,8078750.438823327,647767.7539743884,199.13046803193933,176.141286589868,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,#2087 719.3007@9.8465 MS1+,1,+,9.846466666666666,114611.12325048255,647767.7539743884,719.3007202148438,701.2644877972004,"[M+18.03382]! (M+NH4), [M+125.09419]2 (M+3ACN+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,#2088 768.3683@10.2334 MS1+,1,+,10.233383333333334,3629925.75,191922.16284124856,768.3682699764477,2302.082655496496,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,#2089 770.3738@10.2334 MS1+,1,+,10.233383333333334,3390380.0,191922.16284124856,770.3738169950598,2242.1537710387547,"[M+25.00377]3 (M+2H+Na), [M+68.96765]3 (M+3Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,#2090 770.0395@10.2334 MS1+,1,+,10.233383333333334,3185304.5,191922.16284124856,770.0395341352983,2241.1510069131955,"[M+68.96765]3 (M+3Na), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,#2091 756.0535@10.2334 MS1+,1,+,10.233383333333334,2122606.75,191922.16284124856,756.0534524356617,755.0461427920495,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,#2092 768.0338@10.2334 MS1+,1,+,10.233383333333334,2201047.532653864,191922.16284124856,768.033842198989,2301.0794586679904,"[M+25.00377]3 (M+2H+Na), [M+3.02183]3 (M+3H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,#2093 768.7024@10.2334 MS1+,1,+,10.233383333333334,2008673.625,191922.16284124856,768.7024051441866,2303.0854923572833,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,#2094 771.0423@10.2334 MS1+,1,+,10.233383333333334,926766.1875,191922.16284124856,771.0423195578835,2244.1591604920104,"[M+68.96765]3 (M+3Na), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,#2095 769.0365@10.2334 MS1+,1,+,10.233383333333334,974296.1352402567,191922.16284124856,769.0365045720881,2304.0875952007973,"[M+25.00377]3 (M+2H+Na), [M+3.02183]3 (M+3H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,#2096 781.0177@10.2334 MS1+,1,+,10.233383333333334,635107.5786508925,191922.16284124856,781.0176595052084,2318.0512131986125,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,#2097 780.6837@10.2334 MS1+,1,+,10.233383333333334,497203.6875,191922.16284124856,780.6836769797585,779.6776976812855,"[M+1.00728]! (M+H), [M+42.03382] (M+ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
