position,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,quantitation_mass,CI_1.mzXML retention_time,CI_1.mzXML height,CI_1.mzXML mz,CI_10.mzXML retention_time,CI_10.mzXML height,CI_10.mzXML mz,CI_11.mzXML retention_time,CI_11.mzXML height,CI_11.mzXML mz,CI_13.mzXML retention_time,CI_13.mzXML height,CI_13.mzXML mz,CI_15.mzXML retention_time,CI_15.mzXML height,CI_15.mzXML mz,CI_16.mzXML retention_time,CI_16.mzXML height,CI_16.mzXML mz,CI_17.mzXML retention_time,CI_17.mzXML height,CI_17.mzXML mz,CI_18.mzXML retention_time,CI_18.mzXML height,CI_18.mzXML mz,CI_19.mzXML retention_time,CI_19.mzXML height,CI_19.mzXML mz,CI_20.mzXML retention_time,CI_20.mzXML height,CI_20.mzXML mz,CI_21.mzXML retention_time,CI_21.mzXML height,CI_21.mzXML mz,CI_22.mzXML retention_time,CI_22.mzXML height,CI_22.mzXML mz,CI_26.mzXML retention_time,CI_26.mzXML height,CI_26.mzXML mz,CI_27.mzXML retention_time,CI_27.mzXML height,CI_27.mzXML mz,CI_28.mzXML retention_time,CI_28.mzXML height,CI_28.mzXML mz,CI_29.mzXML retention_time,CI_29.mzXML height,CI_29.mzXML mz,CI_31.mzXML retention_time,CI_31.mzXML height,CI_31.mzXML mz,CI_32.mzXML retention_time,CI_32.mzXML height,CI_32.mzXML mz,CI_33.mzXML retention_time,CI_33.mzXML height,CI_33.mzXML mz,CI_34.mzXML retention_time,CI_34.mzXML height,CI_34.mzXML mz,CI_35.mzXML retention_time,CI_35.mzXML height,CI_35.mzXML mz,CI_36.mzXML retention_time,CI_36.mzXML height,CI_36.mzXML mz,CI_37.mzXML retention_time,CI_37.mzXML height,CI_37.mzXML mz,CI_38.mzXML retention_time,CI_38.mzXML height,CI_38.mzXML mz,CI_4.mzXML retention_time,CI_4.mzXML height,CI_4.mzXML mz,CI_5.mzXML retention_time,CI_5.mzXML height,CI_5.mzXML mz,CI_6.mzXML retention_time,CI_6.mzXML height,CI_6.mzXML mz,CI_8.mzXML retention_time,CI_8.mzXML height,CI_8.mzXML mz,CI_9.mzXML retention_time,CI_9.mzXML height,CI_9.mzXML mz,SP_CL_1_1.mzXML retention_time,SP_CL_1_1.mzXML height,SP_CL_1_1.mzXML mz,SP_CL_1_2.mzXML retention_time,SP_CL_1_2.mzXML height,SP_CL_1_2.mzXML mz,SP_CL_2_1.mzXML retention_time,SP_CL_2_1.mzXML height,SP_CL_2_1.mzXML mz,SP_CL_2_2.mzXML retention_time,SP_CL_2_2.mzXML height,SP_CL_2_2.mzXML mz,SP_CL_3_2.mzXML retention_time,SP_CL_3_2.mzXML height,SP_CL_3_2.mzXML mz
41,#41 161.0695@7.4672 MS1+,1,+,7.4671666666666665,6372744.905083571,7.444480977290858E7,161.0694840375115,143.03439019937673,"[M+18.03382]! (M+NH4), [2M+22.98922] (2M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,#42 279.1186@7.4672 MS1+,1,+,7.4671666666666665,6283551.823952736,7.444480977290858E7,279.11861235519933,278.11125360000364,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,#43 347.0991@7.4672 MS1+,1,+,7.4671666666666665,1.281344571524877E7,7.444480977290858E7,347.09914143880206,324.1087967903197,"[M+38.96316] (M+K), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,#44 350.1568@7.4672 MS1+,1,+,7.4671666666666665,2568815.102215175,7.444480977290858E7,350.15678870159644,311.1959605666561,"[2M+38.96316] (2M+K), [M+38.96316] (M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,#45 75.0441@7.4672 MS1+,1,+,7.4671666666666665,1927854.7739463123,7.444480977290858E7,75.04411315917969,57.010271467163086,"[M+42.03382] (M+ACN+H), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,#46 319.0872@7.4672 MS1+,1,+,7.4671666666666665,2538987.4720800356,7.444480977290858E7,319.0871815400965,286.05366255245565,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,#47 307.0315@7.4672 MS1+,1,+,7.4671666666666665,1961933.973682915,7.444480977290858E7,307.03146580287387,223.9725521881801,"[M+18.03382]! (M+NH4), [M+83.06037] (M+2ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,#48 321.0491@7.4672 MS1+,1,+,7.4671666666666665,2589453.186935751,7.444480977290858E7,321.0491194291548,257.035725892398,"[M+64.01577] (M+ACN+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,#49 159.0782@7.4672 MS1+,1,+,7.4671666666666665,3117650.2164545474,7.444480977290858E7,159.0781610662287,158.07322780899324,"[M+83.06037] (M+2ACN+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,#50 244.0758@7.4672 MS1+,1,+,7.4671666666666665,1551949.8849703902,7.444480977290858E7,244.07581853866577,180.06032693077088,"[M+64.01577] (M+ACN+Na), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,#51 221.0399@7.4672 MS1+,1,+,7.4671666666666665,1576572.3371086768,7.444480977290858E7,221.03986299954929,99.02307910248152,"[2M+22.98922] (2M+Na), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,#52 264.1439@7.4672 MS1+,1,+,7.4671666666666665,883446.6885947983,7.444480977290858E7,264.1439178466797,241.1569601206985,"[M+38.96316] (M+K), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,#53 647.3022@7.4672 MS1+,1,+,7.4671666666666665,353488.45735596877,7.444480977290858E7,647.3021589006696,304.1708960425502,"[2M+38.96316] (2M+K), [2M+22.98922] (2M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,#54 320.0144@7.4672 MS1+,1,+,7.4671666666666665,726850.4425606892,7.444480977290858E7,320.01444244384766,319.00705661743166,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,#55 241.0681@7.4672 MS1+,1,+,7.4671666666666665,1.4447352786067426E9,7.444480977290858E7,241.06814305922563,218.07896015345423,"[M+22.98922] (M+Na), [M+38.96316] (M+K), [M+1.00728]! (M+H), [M+18.03382]! (M+NH4), [2M+22.98922] (2M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,#56 242.0715@7.4672 MS1+,1,+,7.4671666666666665,1.459769082203344E8,7.444480977290858E7,242.0714703728171,158.01867532188623,"[M+84.05511] (M+IsoProp+Na+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,#57 259.0400@7.4672 MS1+,1,+,7.4671666666666665,1453523.994528863,7.444480977290858E7,259.0400353633996,226.0067243552431,"[M+1.00728]! (M+H), [M+84.05511] (M+IsoProp+Na+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,#58 243.0721@7.4672 MS1+,1,+,7.4671666666666665,1.6054014375050839E7,7.444480977290858E7,243.0721072028665,220.08175356365027,"[2M+42.03382] (2M+ACN+H), [M+18.03382]! (M+NH4), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,#59 202.1801@1.5086 MS1+,1,+,1.5085616666666666,9.269422544328865E8,6.969690658042146E7,202.1801066679113,201.17279482523838,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,#60 203.1835@1.5086 MS1+,1,+,1.5085616666666666,1.121867441830041E8,6.969690658042146E7,203.1834918751436,101.08611458346738,"[2M+1.00728] (2M+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,#61 202.2331@1.5086 MS1+,1,+,1.5085616666666666,1563234.3198273622,6.969690658042146E7,202.2331278874324,201.22560514778291,"[M+1.00728]! (M+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,#62 103.0947@1.5086 MS1+,1,+,1.5085616666666666,787496.9709814711,6.969690658042146E7,103.09467385031961,102.08879569473683,"[2M+1.00728] (2M+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,#63 202.2221@1.5086 MS1+,1,+,1.5085616666666666,287998.631001687,6.969690658042146E7,202.22207641601562,201.21530183283548,"[M+44.97116] (M+2Na-H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,#64 202.1977@1.5086 MS1+,1,+,1.5085616666666666,2384931.640309142,6.969690658042146E7,202.19766553243002,119.1353705712759,"[M+22.98922] (M+Na), [M+83.06037] (M+2ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,#65 214.1130@8.9481 MS1+,1,+,8.948083333333333,9.314711227803952E7,5.01662853659026E7,214.11298056209787,191.12383902007696,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,#66 519.8945@8.9481 MS1+,1,+,8.948083333333333,1543343.8762890687,5.01662853659026E7,519.8944829305013,1556.661191052653,"[M+3.02183]3 (M+3H), [M+2.01455]2 (M+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,#67 276.0834@8.9481 MS1+,1,+,8.948083333333333,2636285.955114078,5.01662853659026E7,276.083444034352,243.04977788470154,"[M+33.03349] (M+CH3OH+H), [M+79.02122] (M+DMSO+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,#68 792.4085@8.9481 MS1+,1,+,8.948083333333333,984763.7953752582,5.01662853659026E7,792.4084564208985,1560.8202467919923,"[M+23.99649]2 (M+H+Na), [M+45.97844]2 (M+2Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,#69 251.1600@8.9481 MS1+,1,+,8.948083333333333,450745.36188644095,5.01662853659026E7,251.16003834117544,250.15142953069514,"[M+1.00728]! (M+H), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,#70 216.1175@8.9481 MS1+,1,+,8.948083333333333,764699.3887088945,5.01662853659026E7,216.11745650679975,174.08390668137838,"[M+84.05511] (M+IsoProp+Na+H), [M+42.03382] (M+ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,#71 213.1097@8.9481 MS1+,1,+,8.948083333333333,9.476101874803573E8,5.01662853659026E7,213.10967568790213,190.12052841680074,"[M+1.00728]! (M+H), [M+18.03382]! (M+NH4), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,#72 90.9767@0.5508 MS1+,1,+,0.550825,3.7537150964846283E8,2.59150841678731E7,90.97667940925149,157.9563410837074,"[M+23.99649]2 (M+H+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,#73 242.9253@0.5508 MS1+,1,+,0.550825,9.410701535077839E7,2.59150841678731E7,242.9253190563571,241.91988649855617,"[M+1.00728]! (M+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,#74 228.9556@0.5508 MS1+,1,+,0.550825,5372543.75679573,2.59150841678731E7,228.95557594299316,102.98165744024553,"[2M+22.98922] (2M+Na), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,#75 169.0948@0.5508 MS1+,1,+,0.550825,1848877.7437804025,2.59150841678731E7,169.0947521578881,168.08746516810717,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,#76 176.9361@0.5508 MS1+,1,+,0.550825,2110880.459755021,2.59150841678731E7,176.93613270350866,97.91313054425922,"[M+61.06534] (M+IsoProp+H), [M+79.02122] (M+DMSO+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,#77 218.5306@0.9983 MS1+,1,+,0.9983233333333333,1.1572566E7,2.2494119380786896E7,218.53063605813418,176.4943241312615,"[M+33.03349] (M+CH3OH+H), [M+42.03382] (M+ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,#78 367.0437@0.9983 MS1+,1,+,0.9983233333333333,7809233.0,2.2494119380786896E7,367.04367463485056,710.0898737207881,"[M+39.97043]2 (M+H+K), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,#79 113.0346@0.9983 MS1+,1,+,0.9983233333333333,6282082.078510148,2.2494119380786896E7,113.034600426169,79.99956153935918,"[M+33.03349] (M+CH3OH+H), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,#80 217.5115@0.9983 MS1+,1,+,0.9983233333333333,2381215.5,2.2494119380786896E7,217.51153474695542,175.47798550758273,"[M+18.03382]! (M+NH4), [M+42.03382] (M+ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,#81 228.5233@0.9983 MS1+,1,+,0.9983233333333333,1604991.625,2.2494119380786896E7,228.52330780029297,438.0055155151774,"[M+19.04110]2 (M+H+NH4), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,#82 432.0228@0.9983 MS1+,1,+,0.9983233333333333,803191.5625,2.2494119380786896E7,432.0227508544922,413.98864843457034,"[M+18.03382]! (M+NH4), [M+84.06765]2 (M+2ACN+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,#83 348.0701@0.9983 MS1+,1,+,0.9983233333333333,4.29208608E8,2.2494119380786896E7,348.0701365751379,694.1257421080442,"[M+2.01455]2 (M+2H), [M+45.97844]2 (M+2Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,#84 212.0244@0.9983 MS1+,1,+,0.9983233333333333,1767667.25,2.2494119380786896E7,212.02442797492532,193.99249123386542,"[M+83.06037] (M+2ACN+H), [M+79.02122] (M+DMSO+H), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,#85 211.5228@0.9983 MS1+,1,+,0.9983233333333333,1.5627802E7,2.2494119380786896E7,211.522777781767,210.51776111369708,"[2M+22.98922] (2M+Na), [M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,#86 101.0791@3.6371 MS1+,1,+,3.6371333333333333,3.686054386973328E7,3.507397739660791E7,101.07911749447094,100.07182775460277,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,#87 216.0543@3.6371 MS1+,1,+,3.6371333333333333,5525909.423952334,3.507397739660791E7,216.05431321088005,183.0208343859798,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,#88 222.1293@3.6371 MS1+,1,+,3.6371333333333333,4098367.0651907646,3.507397739660791E7,222.12930028578813,199.1401386979071,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,#89 102.0800@3.6371 MS1+,1,+,3.6371333333333333,1251219.9911702124,3.507397739660791E7,102.07999851392663,101.07278400178404,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,#90 182.0789@3.6371 MS1+,1,+,3.6371333333333333,1735474.8024501917,3.507397739660791E7,182.07890174502418,239.06357095034645,"[M+125.09419]2 (M+3ACN+2H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,#91 232.0266@3.6371 MS1+,1,+,3.6371333333333333,893036.325696422,3.507397739660791E7,232.02661005655924,198.99314699309767,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,#92 100.0941@3.6371 MS1+,1,+,3.6371333333333333,1010888.7739222529,3.507397739660791E7,100.09411239624023,198.17343506005858,"[M+1.00728]! (M+H), [M+2.01455]2 (M+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,#93 145.1336@3.6371 MS1+,1,+,3.6371333333333333,448797.96172965073,3.507397739660791E7,145.13359974048757,112.099836236943,"[M+61.06534] (M+IsoProp+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,#94 100.0757@3.6371 MS1+,1,+,3.6371333333333333,5.784301256134723E8,3.507397739660791E7,100.07572241390453,99.0684376517124,"[M+1.00728]! (M+H), [M+38.96316] (M+K), [2M+22.98922] (2M+Na), [2M+1.00728] (2M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,#95 182.0900@3.6371 MS1+,1,+,3.6371333333333333,1904658.740543326,3.507397739660791E7,182.0900168785682,121.02520027652369,"[M+1.00728]! (M+H), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,#96 184.0734@0.5911 MS1+,1,+,0.5910766666666666,3.575122809475609E8,2.355785905724113E7,184.07339836569395,161.08607029586972,"[M+22.98922] (M+Na), [M+79.02122] (M+DMSO+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,#97 156.0421@0.5911 MS1+,1,+,0.5910766666666666,2119912.980583103,2.355785905724113E7,156.0420913696289,155.03478199528953,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,#98 408.0843@0.5911 MS1+,1,+,0.5910766666666666,2019639.4728282478,2.355785905724113E7,408.0843048095703,385.0950808401693,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,#99 128.0178@0.5911 MS1+,1,+,0.5910766666666666,1735086.8258032547,2.355785905724113E7,128.01782136804917,127.0105483455308,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,#100 184.0579@0.5911 MS1+,1,+,0.5910766666666666,1316097.9437511046,2.355785905724113E7,184.05787117250503,145.09687803913337,"[M+38.96316] (M+K), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
